k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.6946363049347228, 2.047764202659824]                                         | 99.4427566528320312|     10.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[1.6946363049347228, 2.047764202659824]                                         | 99.4427566528320312|      1.00000000|[14, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[1.6946363049347228, 2.047764202659824]                                         | 99.4427566528320312|      0.10000000|[20, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.6716945718851057, 1.950431387614331]                                         | 75.5737380981445312|      1.00000000|[25, 9, 0, 9]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       5|[1.6716945718851057, 1.950431387614331]                                         | 75.5737380981445312|      0.10000000|[31, 11, 0, 11]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.6458719513279794, 1.8538229393938848]                                        | 56.6065330505371094|      1.00000000|[36, 13, 0, 13]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[97, 35, 0, 35]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[100, 36, 0, 36]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[103, 37, 0, 37]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[106, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[109, 39, 0, 39]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[112, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[115, 41, 0, 41]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[118, 42, 0, 42]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[121, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[124, 44, 0, 44]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[127, 45, 0, 45]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[130, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[133, 47, 0, 47]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[136, 48, 0, 48]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[139, 49, 0, 49]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[142, 50, 0, 50]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[145, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[148, 52, 0, 52]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[151, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[154, 54, 0, 54]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[157, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[160, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[163, 57, 0, 57]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[166, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[169, 59, 0, 59]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[172, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[175, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[178, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[181, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[184, 64, 0, 64]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[187, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[190, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[193, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[196, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[199, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[202, 70, 0, 70]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[205, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[208, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[211, 73, 0, 73]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[214, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[217, 75, 0, 75]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[220, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[223, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[226, 78, 0, 78]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[229, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.3022008957700308, 0.7271686926146159]                                        |  0.1193906143307686|      0.01000000|[232, 80, 0, 80]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
